food_Code,food_Nm,nation_Std_Food_Grupp_Code_Nm,food_Wgh,allrgy_Info,food_Image_Address
F00376,꿀,당류,30.00,null,
F02816,"발효주, 청주, 알코올 16%",주류,15.00,null,
F02710,참기름,유지류,30.00,null,
F03386,"마늘, 다진것",채소류,25.00,null,
F01149,"파, 대파, 생것",채소류,5.00,null,
F02841,"참깨, 흰색, 볶은것",견과 및 종실류,10.00,null,
F03079,"인삼, 수삼, 생것",기타,20.00,null,
F00815,"배추, 생것",채소류,35.00,null,
F00702,"당근, 뿌리, 생것",채소류,35.00,null,
F02888,"식초, 양조",조미료류,30.00,null,
F02825,"간장, 개량, 양조",조미료류,6.00,대두(콩),
F03125,"돼지고기, 삼겹살, 생것",육류,200.00,null,
F02853,"로즈메리, 말린것",조미료류,3.00,null,
F02706,올리브유,유지류,15.00,null,
F01234,"송이버섯, 생것",버섯류,30.00,null,
F00702,"당근, 뿌리, 생것",채소류,20.00,null,
F01001,"양파, 생것",채소류,135.00,null,
F03274,"미니파프리카, 빨간색, 생것",채소류,15.00,null,
F03263,"미니파프리카, 노란색, 생것",채소류,15.00,null,
F02888,"식초, 양조",조미료류,15.00,null,
F00392,"설탕, 가루",당류,16.00,null,
F00305,"감자, 대지, 생것",감자 및 전분류,100.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F03462,"버터, 무가염",유지류,10.00,null,
F02658,우유,우유류 및 유제품,30.00,우유,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F03386,"마늘, 다진것",채소류,15.00,null,
F02650,"요구르트, 액상(농후), 플레인",우유류 및 유제품,30.00,우유,
F03214,"멥쌀, 현미, 생것",곡류 및 그 제품,25.00,null,
F01251,"큰느타리버섯(새송이버섯), 생것",버섯류,10.00,null,
F00576,"가지, 생것",채소류,10.00,null,
F00872,"브로콜리, 생것",채소류,15.00,null,
F01001,"양파, 생것",채소류,15.00,null,
F01153,"파프리카, 노란색, 생것",채소류,30.00,null,
F01132,"토마토, 방울토마토, 생것",채소류,15.00,토마토,
F00977,"아스파라거스, 생것",채소류,10.00,null,
F02706,올리브유,유지류,10.00,null,
F03332,"비타민채(다채), 어린잎, 생것",채소류,5.00,null,
F00346,"곤약(구약나물), 판형, 생것",감자 및 전분류,80.00,null,
F00470,두부,두류,80.00,대두(콩),
F01700,"소고기, 한우(1++등급), 등심, 생것",육류,40.00,쇠고기,
F00702,"당근, 뿌리, 생것",채소류,5.00,null,
F00931,"셀러리, 생것",채소류,5.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F01149,"파, 대파, 생것",채소류,3.00,null,
F02858,맛술,조미료류,7.50,null,
F02928,"후추, 흰색, 가루",조미료류,2.00,null,
F00279,"찹쌀, 백미, 가루",곡류 및 그 제품,30.00,null,
F00106,"밀, 빵가루",곡류 및 그 제품,20.00,밀,
F01875,"달걀, 생것",난류,10.00,난류,
F02752,유자청,차류,20.00,null,
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F03640,생수,음료류,30.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,200.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02825,"간장, 개량, 양조",조미료류,12.00,대두(콩),
F00356,"전분, 감자, 가루",감자 및 전분류,15.00,밀,
F01257,"팽이버섯, 생것",버섯류,20.00,null,
F01700,"소고기, 한우(1++등급), 등심, 생것",육류,50.00,쇠고기,
F01623,"돼지고기, 살코기, 생것",육류,50.00,돼지고기,
F01001,"양파, 생것",채소류,30.00,null,
F01148,"파, 쪽파, 생것",채소류,15.00,null,
F02928,"후추, 흰색, 가루",조미료류,1.00,null,
F01129,"토마토, 생것",채소류,80.00,토마토,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_043.jpg
F00792,"미나리, 물미나리, 생것",채소류,20.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_062.jpg
F00627,"고추, 초록색, 녹광, 생것",채소류,15.00,null,
F00622,"고추, 빨간색, 생것",채소류,15.00,null,
F01557,"닭고기, 가슴, 생것",육류,150.00,닭고기,
F00952,"시금치, 생것",채소류,30.00,null,
F01001,"양파, 생것",채소류,60.00,null,
F00678,"꽃양배추(콜리플라워), 생것",채소류,30.00,null,
F00872,"브로콜리, 생것",채소류,100.00,null,
F01241,"양송이버섯, 생것",버섯류,30.00,null,
F01132,"토마토, 방울토마토, 생것",채소류,100.00,토마토,
F01597,닭 육수,육류,200.00,닭고기,
F03386,"마늘, 다진것",채소류,5.00,null,
F03462,"버터, 무가염",유지류,20.00,null,
F02928,"후추, 흰색, 가루",조미료류,2.00,null,
F02706,올리브유,유지류,15.00,null,
F00376,꿀,당류,30.00,null,
F01441,오렌지 주스,과일류,200.00,null,
F01335,레몬 착즙,과일류,15.00,null,
F01557,"닭고기, 가슴, 생것",육류,280.00,닭고기,
F00792,"미나리, 물미나리, 생것",채소류,50.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_062.jpg
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,50.00,null,
F01090,"청경채, 생것",채소류,60.00,null,
F00772,"무, 조선무, 생것",채소류,150.00,null,
F02825,"간장, 개량, 양조",조미료류,6.00,대두(콩),
F02838,고춧가루,조미료류,15.00,null,
F03386,"마늘, 다진것",채소류,10.00,null,
F03640,생수,음료류,200.00,null,
F02847,"된장, 개량",조미료류,15.00,대두(콩),
F01347,매실청,과일류,15.00,null,
F02688,들기름,유지류,10.00,null,
F01001,"양파, 생것",채소류,10.00,null,
F00549,"참깨, 검은색, 볶은것",견과 및 종실류,5.00,null,
F03111,"명태, 알, 양념젓갈(명란젓)",어패류 및 기타 수산물,50.00,null,
F03115,"크림, 생크림",우유류 및 유제품,20.00,null,
F01875,"달걀, 생것",난류,240.00,난류,
F02928,"후추, 흰색, 가루",조미료류,1.00,null,
F00952,"시금치, 생것",채소류,50.00,null,
F01132,"토마토, 방울토마토, 생것",채소류,100.00,토마토,
F02706,올리브유,유지류,15.00,null,
F01700,"소고기, 한우(1++등급), 등심, 생것",육류,240.00,쇠고기,
F00952,"시금치, 생것",채소류,50.00,null,
F00739,"마늘, 생것",채소류,15.00,null,
F01001,"양파, 생것",채소류,50.00,null,
F00803,"바질, 잎, 생것",채소류,2.00,null,
F00305,"감자, 대지, 생것",감자 및 전분류,60.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F01335,레몬 착즙,과일류,25.00,null,
F02923,"파슬리, 말린것",조미료류,1.00,null,
F03644,"머스타드 소스, 씨겨자",조미료류,15.00,null,
F03487,"사과, 생것",과일류,80.00,null,
F03462,"버터, 무가염",유지류,15.00,null,
F03125,"돼지고기, 삼겹살, 생것",육류,200.00,null,
F03557,"고구마, 생것",감자 및 전분류,100.00,null,
F01149,"파, 대파, 생것",채소류,40.00,null,
F03263,"미니파프리카, 노란색, 생것",채소류,40.00,null,
F03274,"미니파프리카, 빨간색, 생것",채소류,40.00,null,
F01165,"피망, 초록색, 생것",채소류,40.00,null,
F01241,"양송이버섯, 생것",버섯류,40.00,null,
F00623,"고추, 빨간색, 말린것",채소류,3.00,null,
F02825,"간장, 개량, 양조",조미료류,10.00,대두(콩),
F02927,"후추, 검은색, 가루",조미료류,1.00,null,
F02853,"로즈메리, 말린것",조미료류,1.00,null,
F02712,콩기름,유지류,15.00,대두(콩),
F01441,오렌지 주스,과일류,100.00,null,
F01335,레몬 착즙,과일류,15.00,null,
F00372,과당,당류,15.00,null,
F02928,"후추, 흰색, 가루",조미료류,1.00,null,
F03386,"마늘, 다진것",채소류,10.00,null,
F01623,"돼지고기, 살코기, 생것",육류,80.00,돼지고기,
F00576,"가지, 생것",채소류,30.00,null,
F00664,"김치, 배추 김치",채소류,40.00,null,
F01165,"피망, 초록색, 생것",채소류,15.00,null,
F01163,"피망, 빨간색, 생것",채소류,15.00,null,
F01001,"양파, 생것",채소류,55.00,null,
F00919,"생강, 뿌리줄기, 생것",채소류,7.00,null,
F00739,"마늘, 생것",채소류,13.00,null,
F02706,올리브유,유지류,5.00,null,
F01334,"레몬, 생것",과일류,50.00,null,
F02823,"발효주, 과실주, 포도주, 적포도주, 알코올 13%",주류,120.00,아황산류,
F00372,과당,당류,15.00,null,
F02897,"월계수, 잎, 말린것",조미료류,2.00,null,
F02899,"정향, 가루",조미료류,1.00,null,
F02928,"후추, 흰색, 가루",조미료류,2.00,null,
F03640,생수,음료류,300.00,null,
F00470,두부,두류,200.00,대두(콩),
F03557,"고구마, 생것",감자 및 전분류,130.00,null,
F00739,"마늘, 생것",채소류,15.00,null,
F01149,"파, 대파, 생것",채소류,20.00,null,
F01001,"양파, 생것",채소류,60.00,null,
F00279,"찹쌀, 백미, 가루",곡류 및 그 제품,50.00,null,
F01241,"양송이버섯, 생것",버섯류,20.00,null,
F02588,다시마 육수,해조류,80.00,null,
F02908,청국장,조미료류,15.00,대두(콩),
F02752,유자청,차류,10.00,null,
F00356,"전분, 감자, 가루",감자 및 전분류,5.00,밀,
F00470,두부,두류,100.00,대두(콩),
F02580,"김, 참김, 생것",해조류,2.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F01700,"소고기, 한우(1++등급), 등심, 생것",육류,20.00,쇠고기,
F01001,"양파, 생것",채소류,90.00,null,
F01271,"표고버섯, 배지재배, 생것",버섯류,10.00,null,
F01251,"큰느타리버섯(새송이버섯), 생것",버섯류,10.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,10.00,밀,
F02928,"후추, 흰색, 가루",조미료류,0.30,null,
F03557,"고구마, 생것",감자 및 전분류,50.00,null,
F01179,"호박, 단호박, 생것",채소류,50.00,null,
F00977,"아스파라거스, 생것",채소류,10.00,null,
F02823,"발효주, 과실주, 포도주, 적포도주, 알코올 13%",주류,25.00,아황산류,
F01129,"토마토, 생것",채소류,20.00,토마토,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_043.jpg
F00739,"마늘, 생것",채소류,3.00,null,
F03462,"버터, 무가염",유지류,5.00,null,
F02706,올리브유,유지류,20.00,null,
F02861,"식초, 발사믹",조미료류,15.00,null,
F00470,두부,두류,100.00,대두(콩),
F01200,"느타리버섯, 생것",버섯류,10.00,null,
F03409,발사믹 소스,조미료류,5.00,null,
F02706,올리브유,유지류,5.00,null,
F00372,과당,당류,5.00,null,
F01148,"파, 쪽파, 생것",채소류,1.00,null,
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F02463,"게맛살, 어육함량이 낮은것",어패류 및 기타 수산물,80.00,게,
F00108,"밀, 중력밀가루",곡류 및 그 제품,15.00,밀,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F02712,콩기름,유지류,5.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F01148,"파, 쪽파, 생것",채소류,20.00,null,
F02463,"게맛살, 어육함량이 낮은것",어패류 및 기타 수산물,20.00,게,
F01882,"달걀, 부침(달걀프라이)",난류,20.00,"난류,밀",
F01201,"느타리버섯, 데친것",버섯류,10.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,10.00,밀,
F02712,콩기름,유지류,10.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F01934,"고등어, 구운것",어패류 및 기타 수산물,80.00,고등어,
F01882,"달걀, 부침(달걀프라이)",난류,20.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,5.00,밀,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F02712,콩기름,유지류,1.00,대두(콩),
F02359,"굴, 튀긴것(튀김옷)",어패류 및 기타 수산물,80.00,"어패류(굴, 전복, 홍합 포함)",
F00108,"밀, 중력밀가루",곡류 및 그 제품,15.00,밀,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F02712,콩기름,유지류,5.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F01994,"대구, 포, 말린것",어패류 및 기타 수산물,70.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,12.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,5.00,밀,
F02712,콩기름,유지류,5.00,대두(콩),
F00739,"마늘, 생것",채소류,2.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F02927,"후추, 검은색, 가루",조미료류,1.00,null,
F02065,"명태, 구운것",어패류 및 기타 수산물,70.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,12.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,5.00,밀,
F02712,콩기름,유지류,5.00,대두(콩),
F00739,"마늘, 생것",채소류,2.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F02927,"후추, 검은색, 가루",조미료류,1.00,null,
F02114,"병어, 생것",어패류 및 기타 수산물,80.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,20.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,5.00,밀,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F02712,콩기름,유지류,2.00,대두(콩),
F02505,"새우, 중하, 생것",어패류 및 기타 수산물,80.00,새우,
F00108,"밀, 중력밀가루",곡류 및 그 제품,15.00,밀,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F02712,콩기름,유지류,5.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F02566,어묵,어패류 및 기타 수산물,50.00,밀,
F01882,"달걀, 부침(달걀프라이)",난류,20.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,15.00,밀,
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F02927,"후추, 검은색, 가루",조미료류,1.00,null,
F02537,"오징어, 냉동",어패류 및 기타 수산물,100.00,오징어,
F01882,"달걀, 부침(달걀프라이)",난류,30.00,"난류,밀",
F00265,"옥수수, 통조림, 가당",곡류 및 그 제품,20.00,null,
F01166,"피망, 초록색, 데친것",채소류,20.00,null,
F00105,"밀, 부침가루",곡류 및 그 제품,10.00,밀,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F02927,"후추, 검은색, 가루",조미료류,1.00,null,
F01979,"다랑어, 가다랑어, 통조림, 유지",어패류 및 기타 수산물,20.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,12.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,5.00,밀,
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F02927,"후추, 검은색, 가루",조미료류,1.00,null,
F02538,"오징어, 구운것",어패류 및 기타 수산물,40.00,오징어,
F01149,"파, 대파, 생것",채소류,20.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,15.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,10.00,밀,
F00869,"부추, 재래종, 데친것",채소류,10.00,null,
F02505,"새우, 중하, 생것",어패류 및 기타 수산물,10.00,새우,
F01003,"양파, 데친것",채소류,10.00,null,
F02423,"조개, 살조개, 생것",어패류 및 기타 수산물,10.00,"어패류(굴, 전복, 홍합 포함)",
F02438,"담치, 참담치(홍합), 생것",어패류 및 기타 수산물,10.00,"어패류(굴, 전복, 홍합 포함)",
F00620,"고추, 풋고추, 생것",채소류,5.00,null,
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F02438,"담치, 참담치(홍합), 생것",어패류 및 기타 수산물,80.00,"어패류(굴, 전복, 홍합 포함)",
F01882,"달걀, 부침(달걀프라이)",난류,20.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,15.00,밀,
F01149,"파, 대파, 생것",채소류,10.00,null,
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,50.00,"난류,밀",
F01614,"돼지고기, 등심, 구운것(팬)",육류,30.00,돼지고기,
F00108,"밀, 중력밀가루",곡류 및 그 제품,30.00,밀,
F00620,"고추, 풋고추, 생것",채소류,10.00,null,
F00470,두부,두류,10.00,대두(콩),
F02712,콩기름,유지류,5.00,대두(콩),
F01149,"파, 대파, 생것",채소류,5.00,null,
F00739,"마늘, 생것",채소류,2.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F02710,참기름,유지류,2.00,null,
F00664,"김치, 배추 김치",채소류,80.00,null,
F01003,"양파, 데친것",채소류,50.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,45.00,밀,
F01979,"다랑어, 가다랑어, 통조림, 유지",어패류 및 기타 수산물,30.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,30.00,"난류,밀",
F02712,콩기름,유지류,17.00,대두(콩),
F01149,"파, 대파, 생것",채소류,6.00,null,
F00731,"들깻잎, 데친것",채소류,20.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,20.00,밀,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F01695,"소고기, 한우, 등심, 구운것(팬)",육류,20.00,쇠고기,
F00108,"밀, 중력밀가루",곡류 및 그 제품,20.00,밀,
F00731,"들깻잎, 데친것",채소류,20.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F00706,"더덕, 뿌리, 생것",채소류,50.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_059.jpg
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,5.00,밀,
F02712,콩기름,유지류,3.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F02710,참기름,유지류,2.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01147,"파, 쪽파, 생것",채소류,1.00,null,
F00716,"두릅, 참두릅, 데친것",채소류,50.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_011.jpg
F01695,"소고기, 한우, 등심, 구운것(팬)",육류,20.00,쇠고기,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F01147,"파, 쪽파, 생것",채소류,10.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,5.00,밀,
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F01243,"양송이버섯, 데친것",버섯류,20.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,20.00,밀,
F01201,"느타리버섯, 데친것",버섯류,20.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F01279,"표고버섯, 참나무재배, 말린것, 삶은것",버섯류,10.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_073.jpg
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F02538,"오징어, 구운것",어패류 및 기타 수산물,30.00,오징어,
F00869,"부추, 재래종, 데친것",채소류,30.00,null,
F02438,"담치, 참담치(홍합), 생것",어패류 및 기타 수산물,30.00,"어패류(굴, 전복, 홍합 포함)",
F00108,"밀, 중력밀가루",곡류 및 그 제품,20.00,밀,
F00620,"고추, 풋고추, 생것",채소류,10.00,null,
F00622,"고추, 빨간색, 생것",채소류,5.00,null,
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F00323,"감자 튀김, 튀긴것",감자 및 전분류,30.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,20.00,밀,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F00731,"들깻잎, 데친것",채소류,10.00,null,
F01166,"피망, 초록색, 데친것",채소류,10.00,null,
F00620,"고추, 풋고추, 생것",채소류,5.00,null,
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F01024,"연근, 생것",채소류,50.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F00108,"밀, 중력밀가루",곡류 및 그 제품,5.00,밀,
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,40.00,밀,
F01149,"파, 대파, 생것",채소류,40.00,null,
F02381,"대합, 북방대합, 생것",어패류 및 기타 수산물,25.00,"어패류(굴, 전복, 홍합 포함)",
F02538,"오징어, 구운것",어패류 및 기타 수산물,25.00,오징어,
F02712,콩기름,유지류,11.00,대두(콩),
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F00739,"마늘, 생것",채소류,4.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F01149,"파, 대파, 생것",채소류,40.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,40.00,밀,
F02381,"대합, 북방대합, 생것",어패류 및 기타 수산물,25.00,"어패류(굴, 전복, 홍합 포함)",
F02538,"오징어, 구운것",어패류 및 기타 수산물,25.00,오징어,
F02712,콩기름,유지류,11.00,대두(콩),
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F02423,"조개, 살조개, 생것",어패류 및 기타 수산물,10.00,"어패류(굴, 전복, 홍합 포함)",
F00739,"마늘, 생것",채소류,4.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,20.00,밀,
F01882,"달걀, 부침(달걀프라이)",난류,10.00,"난류,밀",
F00731,"들깻잎, 데친것",채소류,10.00,null,
F01166,"피망, 초록색, 데친것",채소류,10.00,null,
F00620,"고추, 풋고추, 생것",채소류,5.00,null,
F02712,콩기름,유지류,5.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F01178,"호박, 늙은호박, 찐것",채소류,70.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,7.00,"난류,밀",
F02712,콩기름,유지류,4.00,대두(콩),
F00108,"밀, 중력밀가루",곡류 및 그 제품,2.00,밀,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F01185,"호박, 애호박, 데친것",채소류,40.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,7.00,"난류,밀",
F02712,콩기름,유지류,4.00,대두(콩),
F00108,"밀, 중력밀가루",곡류 및 그 제품,2.00,밀,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F01149,"파, 대파, 생것",채소류,1.00,null,
F00793,"미나리, 물미나리, 데친것",채소류,200.00,null,
F01882,"달걀, 부침(달걀프라이)",난류,100.00,"난류,밀",
F01695,"소고기, 한우, 등심, 구운것(팬)",육류,70.00,쇠고기,
F00018,"멥쌀, 백미, 가루",곡류 및 그 제품,75.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,55.00,밀,
F00620,"고추, 풋고추, 생것",채소류,30.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,3.00,null,
F02712,콩기름,유지류,20.00,대두(콩),
F00816,"배추, 데친것",채소류,69.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,64.00,밀,
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F02712,콩기름,유지류,28.00,대두(콩),
F02710,참기름,유지류,0.30,null,
F00105,"밀, 부침가루",곡류 및 그 제품,6.00,밀,
F00362,"전분, 칡뿌리, 가루",감자 및 전분류,160.00,밀,
F00108,"밀, 중력밀가루",곡류 및 그 제품,55.00,밀,
F00620,"고추, 풋고추, 생것",채소류,15.00,null,
F00622,"고추, 빨간색, 생것",채소류,15.00,null,
F01185,"호박, 애호박, 데친것",채소류,80.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F02712,콩기름,유지류,5.00,대두(콩),
F01148,"파, 쪽파, 생것",채소류,120.00,null,
F01003,"양파, 데친것",채소류,50.00,null,
F00622,"고추, 빨간색, 생것",채소류,5.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,80.00,밀,
F01882,"달걀, 부침(달걀프라이)",난류,25.00,"난류,밀",
F02876,"소금, 천일염, 가는소금",조미료류,2.00,null,
F02712,콩기름,유지류,3.00,대두(콩),
F00108,"밀, 중력밀가루",곡류 및 그 제품,1.70,밀,
F01149,"파, 대파, 생것",채소류,0.90,null,
F01185,"호박, 애호박, 데친것",채소류,30.20,null,
F01882,"달걀, 부침(달걀프라이)",난류,6.00,"난류,밀",
F02712,콩기름,유지류,8.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,1.90,null,
F02468,"꼴뚜기, 참꼴뚜기, 삶아서 말린것",어패류 및 기타 수산물,20.00,null,
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F00386,물엿,당류,5.00,null,
F02712,콩기름,유지류,3.00,대두(콩),
F02493,"새우, 꽃새우, 삶아서 말린것",어패류 및 기타 수산물,20.00,새우,
F00386,물엿,당류,5.00,null,
F02836,"고추장, 개량",조미료류,3.00,대두(콩),
F02712,콩기름,유지류,2.00,대두(콩),
F02825,"간장, 개량, 양조",조미료류,1.00,대두(콩),
F00739,"마늘, 생것",채소류,1.00,null,
F02710,참기름,유지류,1.00,null,
F02463,"게맛살, 어육함량이 낮은것",어패류 및 기타 수산물,50.00,게,
F01882,"달걀, 부침(달걀프라이)",난류,25.00,"난류,밀",
F02712,콩기름,유지류,15.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F01949,"꽁치, 구운것",어패류 및 기타 수산물,18.00,null,
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F00386,물엿,당류,5.00,null,
F02712,콩기름,유지류,3.00,대두(콩),
F02447,"게, 꽃게, 찐것",어패류 및 기타 수산물,180.00,게,
F02712,콩기름,유지류,15.00,대두(콩),
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F02840,굴 소스,조미료류,3.00,"어패류(굴, 전복, 홍합 포함)",
F00739,"마늘, 생것",채소류,3.00,null,
F00919,"생강, 뿌리줄기, 생것",채소류,1.00,null,
F01149,"파, 대파, 생것",채소류,1.00,null,
F02477,"낙지, 세발낙지, 생것",어패류 및 기타 수산물,35.00,null,
F01003,"양파, 데친것",채소류,15.00,null,
F00703,"당근, 뿌리, 데친것",채소류,10.00,null,
F02825,"간장, 개량, 양조",조미료류,8.00,대두(콩),
F00620,"고추, 풋고추, 생것",채소류,5.00,null,
F02836,"고추장, 개량",조미료류,3.00,대두(콩),
F00739,"마늘, 생것",채소류,3.00,null,
F02710,참기름,유지류,3.00,null,
F02838,고춧가루,조미료류,2.00,null,
F00394,"설탕, 백설탕",당류,2.00,null,
F02712,콩기름,유지류,2.00,대두(콩),
F02841,"참깨, 흰색, 볶은것",견과 및 종실류,1.00,null,
